ADM0_CODE,ADM0_NAME,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,ISO 3166-1 alpha-3
257,United Republic of Tanzania,48357,Arusha,115068,Karatu,TZA
257,United Republic of Tanzania,115003,Iringa,115032,Iringa Rural,TZA
257,United Republic of Tanzania,115003,Iringa,115069,Kilolo,TZA
257,United Republic of Tanzania,48365,Manyara,115119,Mbulu,TZA
257,United Republic of Tanzania,48373,Pwani,115056,Kisarawe,TZA
257,United Republic of Tanzania,48373,Pwani,115071,Mkuranga,TZA
257,United Republic of Tanzania,115009,Shinyanga,115067,Kahama,TZA
257,United Republic of Tanzania,48369,Mtwara,115050,Newala,TZA
257,United Republic of Tanzania,48369,Mtwara,115073,Tandahimba,TZA
257,United Republic of Tanzania,115006,Mwanza,115070,Kwimba,TZA
257,United Republic of Tanzania,115006,Mwanza,115103,Misungwi,TZA
257,United Republic of Tanzania,48367,Mbeya,115101,Mbarali,TZA
257,United Republic of Tanzania,48367,Mbeya,115046,Mbeya Rural,TZA
257,United Republic of Tanzania,115009,Shinyanga,115043,Kishapu,TZA
257,United Republic of Tanzania,115009,Shinyanga,115063,Shinyanga Rural,TZA
257,United Republic of Tanzania,48368,Morogoro,115113,Morogoro,TZA
257,United Republic of Tanzania,48368,Morogoro,115090,Mvomero,TZA
257,United Republic of Tanzania,48381,Tanga,115085,Handeni,TZA
257,United Republic of Tanzania,48381,Tanga,115110,Handeni Township Authority,TZA
257,United Republic of Tanzania,48381,Tanga,115099,Kilindi,TZA
257,United Republic of Tanzania,48381,Tanga,115105,Mkinga,TZA
257,United Republic of Tanzania,48381,Tanga,115060,Muheza,TZA
257,United Republic of Tanzania,48359,Dodoma,115095,Chemba,TZA
257,United Republic of Tanzania,48359,Dodoma,115036,Kondoa,TZA
257,United Republic of Tanzania,115002,Geita,115065,Bukombe,TZA
257,United Republic of Tanzania,115002,Geita,115030,Geita,TZA
257,United Republic of Tanzania,115002,Geita,115059,Mbogwe,TZA
257,United Republic of Tanzania,115002,Geita,115051,Nyang'wale,TZA
257,United Republic of Tanzania,115004,Kagera,115034,Karagwe,TZA
257,United Republic of Tanzania,115004,Kagera,115107,Kyerwa,TZA
257,United Republic of Tanzania,115005,Katavi,115117,Mlele,TZA
257,United Republic of Tanzania,115005,Katavi,115116,Mpanda Rural,TZA
257,United Republic of Tanzania,115005,Katavi,115118,Mpanda Urban,TZA
257,United Republic of Tanzania,48362,Kigoma,115084,Buhigwe,TZA
257,United Republic of Tanzania,48362,Kigoma,115096,Kakonko,TZA
257,United Republic of Tanzania,48362,Kigoma,115041,Kasulu,TZA
257,United Republic of Tanzania,48362,Kigoma,115106,Kasulu Township Authority,TZA
257,United Republic of Tanzania,48362,Kigoma,115035,Kibondo,TZA
257,United Republic of Tanzania,48362,Kigoma,115055,Kigoma Rural,TZA
257,United Republic of Tanzania,48362,Kigoma,115081,Uvinza,TZA
257,United Republic of Tanzania,48366,Mara,115094,Butiama,TZA
257,United Republic of Tanzania,48366,Mara,115061,Musoma,TZA
257,United Republic of Tanzania,48367,Mbeya,115088,Mbozi,TZA
257,United Republic of Tanzania,48367,Mbeya,115109,Momba,TZA
257,United Republic of Tanzania,48368,Morogoro,115115,Gairo,TZA
257,United Republic of Tanzania,48368,Morogoro,115114,Kilosa,TZA
257,United Republic of Tanzania,115006,Mwanza,115045,Magu,TZA
257,United Republic of Tanzania,115007,Njombe,115072,Njombe Rural,TZA
257,United Republic of Tanzania,115007,Njombe,115038,Njombe Urban,TZA
257,United Republic of Tanzania,115007,Njombe,115054,Wanging'ombe,TZA
257,United Republic of Tanzania,115008,Rukwa,115033,Kalambo,TZA
257,United Republic of Tanzania,115008,Rukwa,115053,Sumbawanga Rural,TZA
257,United Republic of Tanzania,48375,Ruvuma,115058,Mbinga,TZA
257,United Republic of Tanzania,48375,Ruvuma,115092,Nyasa,TZA
257,United Republic of Tanzania,115010,Simiyu,115029,Bariadi,TZA
257,United Republic of Tanzania,115010,Simiyu,115075,Busega,TZA
257,United Republic of Tanzania,115010,Simiyu,115040,Itilima,TZA
257,United Republic of Tanzania,48377,Singida,115078,Ikungi,TZA
257,United Republic of Tanzania,48377,Singida,190514,Iramba,TZA
257,United Republic of Tanzania,48377,Singida,115089,Mkalama,TZA
257,United Republic of Tanzania,48377,Singida,115052,Singida,TZA
257,United Republic of Tanzania,48380,Tabora,115097,Kaliua,TZA
257,United Republic of Tanzania,48380,Tabora,115074,Urambo,TZA
257,United Republic of Tanzania,48357,Arusha,115082,Arusha,TZA
257,United Republic of Tanzania,48357,Arusha,48384,Arusha Urban,TZA
257,United Republic of Tanzania,48357,Arusha,115121,Longido,TZA
257,United Republic of Tanzania,48357,Arusha,115047,Meru,TZA
257,United Republic of Tanzania,48357,Arusha,115037,Monduli,TZA
257,United Republic of Tanzania,48357,Arusha,190510,Ngorongoro,TZA
257,United Republic of Tanzania,48358,Dar-es-salaam,48388,Ilala,TZA
257,United Republic of Tanzania,48358,Dar-es-salaam,48389,Kinondoni,TZA
257,United Republic of Tanzania,48358,Dar-es-salaam,48390,Temeke,TZA
257,United Republic of Tanzania,48359,Dodoma,115083,Bahi,TZA
257,United Republic of Tanzania,48359,Dodoma,115066,Chamwino,TZA
257,United Republic of Tanzania,48359,Dodoma,48392,Dodoma Urban,TZA
257,United Republic of Tanzania,48359,Dodoma,48394,Kongwa,TZA
257,United Republic of Tanzania,48359,Dodoma,48395,Mpwapwa,TZA
257,United Republic of Tanzania,115002,Geita,115076,Chato,TZA
257,United Republic of Tanzania,115003,Iringa,48397,Iringa Urban,TZA
257,United Republic of Tanzania,115003,Iringa,115079,Mafinga Township Authority,TZA
257,United Republic of Tanzania,115003,Iringa,115048,Mufindi,TZA
257,United Republic of Tanzania,115004,Kagera,115064,Biharamulo,TZA
257,United Republic of Tanzania,115004,Kagera,48404,Bukoba Rural,TZA
257,United Republic of Tanzania,115004,Kagera,48405,Bukoba Urban,TZA
257,United Republic of Tanzania,115004,Kagera,115102,Missenyi,TZA
257,United Republic of Tanzania,115004,Kagera,48407,Muleba,TZA
257,United Republic of Tanzania,115004,Kagera,48408,Ngara,TZA
257,United Republic of Tanzania,48371,Kaskazini Pemba,48462,Micheweni,TZA
257,United Republic of Tanzania,48371,Kaskazini Pemba,48463,Wete,TZA
257,United Republic of Tanzania,48372,Kaskazini Unguja,48507,Kaskazini A,TZA
257,United Republic of Tanzania,48372,Kaskazini Unguja,48508,Kaskazini B,TZA
257,United Republic of Tanzania,48362,Kigoma,115112,Kigoma Municipal-Ujiji,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,115077,Hai,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,48414,Moshi,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,48415,Moshi Municipal,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,190511,Mwanga,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,48417,Rombo,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,48418,Same,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,115104,Siha,TZA
257,United Republic of Tanzania,48378,Kusini Pemba,48464,Chake Chake,TZA
257,United Republic of Tanzania,48378,Kusini Pemba,48465,Mkoani,TZA
257,United Republic of Tanzania,48379,Kusini Unguja,48509,Kati,TZA
257,United Republic of Tanzania,48379,Kusini Unguja,48510,Kusini,TZA
257,United Republic of Tanzania,48364,Lindi,48419,Kilwa,TZA
257,United Republic of Tanzania,48364,Lindi,48420,Lindi Rural,TZA
257,United Republic of Tanzania,48364,Lindi,48421,Lindi Urban,TZA
257,United Republic of Tanzania,48364,Lindi,48422,Liwale,TZA
257,United Republic of Tanzania,48364,Lindi,48423,Nachingwea,TZA
257,United Republic of Tanzania,48364,Lindi,48424,Ruangwa,TZA
257,United Republic of Tanzania,48365,Manyara,190512,Babati,TZA
257,United Republic of Tanzania,48365,Manyara,115120,Babati Urban,TZA
257,United Republic of Tanzania,48365,Manyara,190513,Hanang,TZA
257,United Republic of Tanzania,48365,Manyara,48427,Kiteto,TZA
257,United Republic of Tanzania,48365,Manyara,48429,Simanjiro,TZA
257,United Republic of Tanzania,48366,Mara,48430,Bunda,TZA
257,United Republic of Tanzania,48366,Mara,48432,Musoma Municipal,TZA
257,United Republic of Tanzania,48366,Mara,115093,Rorya,TZA
257,United Republic of Tanzania,48366,Mara,48433,Serengeti,TZA
257,United Republic of Tanzania,48366,Mara,115039,Tarime,TZA
257,United Republic of Tanzania,48367,Mbeya,48435,Chunya,TZA
257,United Republic of Tanzania,48367,Mbeya,48436,Ileje,TZA
257,United Republic of Tanzania,48367,Mbeya,48437,Kyela,TZA
257,United Republic of Tanzania,48367,Mbeya,48440,Mbeya Urban,TZA
257,United Republic of Tanzania,48367,Mbeya,48442,Rungwe,TZA
257,United Republic of Tanzania,48367,Mbeya,115111,Tunduma,TZA
257,United Republic of Tanzania,48382,Mjini Magharibi,48512,Magharibi,TZA
257,United Republic of Tanzania,48382,Mjini Magharibi,48511,Mjini,TZA
257,United Republic of Tanzania,48368,Morogoro,48443,Kilombero,TZA
257,United Republic of Tanzania,48368,Morogoro,48446,Morogoro Urban,TZA
257,United Republic of Tanzania,48368,Morogoro,48448,Ulanga,TZA
257,United Republic of Tanzania,48369,Mtwara,115057,Masasi,TZA
257,United Republic of Tanzania,48369,Mtwara,115100,Masasi Township Authority,TZA
257,United Republic of Tanzania,48369,Mtwara,48450,Mtwara Rural,TZA
257,United Republic of Tanzania,48369,Mtwara,48451,Mtwara Urban,TZA
257,United Republic of Tanzania,48369,Mtwara,115091,Nanyumbu,TZA
257,United Republic of Tanzania,115006,Mwanza,115086,Ilemela,TZA
257,United Republic of Tanzania,115006,Mwanza,115062,Nyamagana,TZA
257,United Republic of Tanzania,115006,Mwanza,48460,Sengerema,TZA
257,United Republic of Tanzania,115006,Mwanza,48461,Ukerewe,TZA
257,United Republic of Tanzania,115007,Njombe,48399,Ludewa,TZA
257,United Republic of Tanzania,115007,Njombe,115087,Makambako Township Authority,TZA
257,United Republic of Tanzania,115007,Njombe,48400,Makete,TZA
257,United Republic of Tanzania,48373,Pwani,48466,Bagamoyo,TZA
257,United Republic of Tanzania,48373,Pwani,115042,Kibaha,TZA
257,United Republic of Tanzania,48373,Pwani,115098,Kibaha Urban,TZA
257,United Republic of Tanzania,48373,Pwani,48469,Mafia,TZA
257,United Republic of Tanzania,48373,Pwani,48471,Rufiji,TZA
257,United Republic of Tanzania,115008,Rukwa,48474,Nkasi,TZA
257,United Republic of Tanzania,115008,Rukwa,48476,Sumbawanga Urban,TZA
257,United Republic of Tanzania,48375,Ruvuma,48478,Namtumbo,TZA
257,United Republic of Tanzania,48375,Ruvuma,48479,Songea Rural,TZA
257,United Republic of Tanzania,48375,Ruvuma,48480,Songea Urban,TZA
257,United Republic of Tanzania,48375,Ruvuma,48481,Tunduru,TZA
257,United Republic of Tanzania,115009,Shinyanga,115080,Kahama Township Authority,TZA
257,United Republic of Tanzania,115009,Shinyanga,48489,Shinyanga Urban,TZA
257,United Republic of Tanzania,115010,Simiyu,48486,Maswa,TZA
257,United Republic of Tanzania,115010,Simiyu,48487,Meatu,TZA
257,United Republic of Tanzania,48377,Singida,48491,Manyoni,TZA
257,United Republic of Tanzania,48377,Singida,48493,Singida Urban,TZA
257,United Republic of Tanzania,48380,Tabora,48494,Igunga,TZA
257,United Republic of Tanzania,48380,Tabora,48495,Nzega,TZA
257,United Republic of Tanzania,48380,Tabora,48496,Sikonge,TZA
257,United Republic of Tanzania,48380,Tabora,48497,Tabora Urban,TZA
257,United Republic of Tanzania,48380,Tabora,48499,Uyui,TZA
257,United Republic of Tanzania,48381,Tanga,115044,Korogwe,TZA
257,United Republic of Tanzania,48381,Tanga,115108,Korogwe Township Authority,TZA
257,United Republic of Tanzania,48381,Tanga,48503,Lushoto,TZA
257,United Republic of Tanzania,48381,Tanga,48505,Pangani,TZA
257,United Republic of Tanzania,48381,Tanga,48506,Tanga,TZA
257,United Republic of Tanzania,48380,Tabora,190515,Administrative unit not available,TZA
257,United Republic of Tanzania,48362,Kigoma,190516,Administrative unit not available,TZA
257,United Republic of Tanzania,48363,Kilimanjaro,190517,Administrative unit not available,TZA
257,United Republic of Tanzania,48365,Manyara,115026,Administrative unit not available,TZA
257,United Republic of Tanzania,48357,Arusha,115027,Administrative unit not available,TZA
257,United Republic of Tanzania,115010,Simiyu,190518,Administrative unit not available,TZA
257,United Republic of Tanzania,115004,Kagera,190519,Administrative unit not available,TZA
257,United Republic of Tanzania,48367,Mbeya,190520,Administrative unit not available,TZA
257,United Republic of Tanzania,115005,Katavi,190521,Administrative unit not available,TZA
257,United Republic of Tanzania,115002,Geita,190522,Administrative unit not available,TZA
257,United Republic of Tanzania,48366,Mara,190523,Administrative unit not available,TZA
257,United Republic of Tanzania,115008,Rukwa,48472,Administrative unit not available,TZA
257,United Republic of Tanzania,115006,Mwanza,48472,Administrative unit not available,TZA
3,Albania,305,Berat,3775,Berat,ALB
3,Albania,305,Berat,3776,Cukalat,ALB
3,Albania,305,Berat,3777,Kutalli,ALB
3,Albania,305,Berat,3778,Lumas,ALB
3,Albania,305,Berat,3779,Otllak,ALB
3,Albania,305,Berat,3780,Poshnje,ALB
3,Albania,305,Berat,3781,Roshnik,ALB
3,Albania,305,Berat,3782,Sinje,ALB
3,Albania,305,Berat,3783,Terpan,ALB
3,Albania,305,Berat,3784,Ura Vajgurore,ALB
3,Albania,305,Berat,3785,Velabisht,ALB
3,Albania,305,Berat,3786,Vertop,ALB
3,Albania,306,Bulqize,3787,Bulqize,ALB
3,Albania,306,Bulqize,3788,Fushe Bulqize,ALB
3,Albania,306,Bulqize,3789,Gjorice,ALB
3,Albania,306,Bulqize,3790,Klenje,ALB
3,Albania,306,Bulqize,3791,Martanesh,ALB
3,Albania,306,Bulqize,3792,Ostren,ALB
3,Albania,306,Bulqize,3793,Shupenze,ALB
3,Albania,306,Bulqize,3794,Zerqan,ALB
3,Albania,307,Delvine,3795,Delvine,ALB
3,Albania,307,Delvine,3796,Finiq,ALB
3,Albania,307,Delvine,3797,Mesopotan,ALB
3,Albania,307,Delvine,3798,Vergo,ALB
3,Albania,308,Devoll,3799,Bashkia Bilisht,ALB
3,Albania,308,Devoll,3800,Bilisht,ALB
3,Albania,308,Devoll,3801,Hocisht,ALB
3,Albania,308,Devoll,3802,Miras,ALB
3,Albania,308,Devoll,3803,Proger,ALB
3,Albania,309,Diber,3804,Arras,ALB
3,Albania,309,Diber,3805,Fushe Cidhen,ALB
3,Albania,309,Diber,3806,Kala E Dodes,ALB
3,Albania,309,Diber,3807,Kastriot,ALB
3,Albania,309,Diber,3808,Lure,ALB
3,Albania,309,Diber,3809,Luzni,ALB
3,Albania,309,Diber,3810,Maqellare,ALB
3,Albania,309,Diber,3811,Melan,ALB
3,Albania,309,Diber,3812,Muhurr,ALB
3,Albania,309,Diber,3813,Peshkopi,ALB
3,Albania,309,Diber,3814,Qender Tomin,ALB
3,Albania,309,Diber,3815,Selishte,ALB
3,Albania,309,Diber,3816,Sllove,ALB
3,Albania,309,Diber,3817,Zall Dardhe,ALB
3,Albania,309,Diber,3818,Zall Rec,ALB
3,Albania,310,Durres,3819,Durres,ALB
3,Albania,310,Durres,3820,Gjepalaj,ALB
3,Albania,310,Durres,3821,Ishem,ALB
3,Albania,310,Durres,3822,Katund I Ri,ALB
3,Albania,310,Durres,3823,Maminas,ALB
3,Albania,310,Durres,3824,Manez,ALB
3,Albania,310,Durres,3825,Rashbull,ALB
3,Albania,310,Durres,3826,Shijak,ALB
3,Albania,310,Durres,3827,Sukth,ALB
3,Albania,310,Durres,3828,Xhafzotaj,ALB
3,Albania,311,Elbasan,3829,Belsh,ALB
3,Albania,311,Elbasan,3830,Bradashesh,ALB
3,Albania,311,Elbasan,3831,Cerrik,ALB
3,Albania,311,Elbasan,3832,Elbasan,ALB
3,Albania,311,Elbasan,3833,Fierz,ALB
3,Albania,311,Elbasan,3834,Funar,ALB
3,Albania,311,Elbasan,3835,Gjegjan,ALB
3,Albania,311,Elbasan,3836,Gjinar,ALB
3,Albania,311,Elbasan,3837,Gostime,ALB
3,Albania,311,Elbasan,3838,Gracen,ALB
3,Albania,311,Elbasan,3839,Grekan,ALB
3,Albania,311,Elbasan,3840,Kajan,ALB
3,Albania,311,Elbasan,3841,Klos,ALB
3,Albania,311,Elbasan,3842,Labinot Fushe,ALB
3,Albania,311,Elbasan,3843,Labinot Mal,ALB
3,Albania,311,Elbasan,3844,Mollas,ALB
3,Albania,311,Elbasan,3845,Paper,ALB
3,Albania,311,Elbasan,3846,Rrase,ALB
3,Albania,311,Elbasan,3847,Shales,ALB
3,Albania,311,Elbasan,3848,Shirgjan,ALB
3,Albania,311,Elbasan,3849,Shushice,ALB
3,Albania,311,Elbasan,3850,Tregan,ALB
3,Albania,311,Elbasan,3851,Zavaline,ALB
3,Albania,312,Fier,3852,Cakran,ALB
3,Albania,312,Fier,3853,Dermenas,ALB
3,Albania,312,Fier,3854,Fier,ALB
3,Albania,312,Fier,3855,Frakull,ALB
3,Albania,312,Fier,3856,Kuman,ALB
3,Albania,312,Fier,3857,Kurjan,ALB
3,Albania,312,Fier,3858,Levan,ALB
3,Albania,312,Fier,3859,Libofshe,ALB
3,Albania,312,Fier,3860,Mbrostar,ALB
3,Albania,312,Fier,3861,Patos,ALB
3,Albania,312,Fier,3862,Portez,ALB
3,Albania,312,Fier,3863,Qender,ALB
3,Albania,312,Fier,3864,Roskovec,ALB
3,Albania,312,Fier,3865,Ruzhdie,ALB
3,Albania,312,Fier,3866,Strumm,ALB
3,Albania,312,Fier,3867,Topoje,ALB
3,Albania,312,Fier,3868,Zharrez,ALB
3,Albania,313,Gjirokaster,3869,Antigone,ALB
3,Albania,313,Gjirokaster,3870,Cepo,ALB
3,Albania,313,Gjirokaster,3871,Dropull Poshtem,ALB
3,Albania,313,Gjirokaster,3872,Dropull Siperm,ALB
3,Albania,313,Gjirokaster,3873,Gjirokaster,ALB
3,Albania,313,Gjirokaster,3874,Lazarat,ALB
3,Albania,313,Gjirokaster,3875,Libohove,ALB
3,Albania,313,Gjirokaster,3876,Lunxheri,ALB
3,Albania,313,Gjirokaster,3877,Odrie,ALB
3,Albania,313,Gjirokaster,3878,Picar,ALB
3,Albania,313,Gjirokaster,3879,Pogon,ALB
3,Albania,313,Gjirokaster,3880,Qen.libohive,ALB
3,Albania,313,Gjirokaster,3881,Zagorie,ALB
3,Albania,314,Gramsh,3882,Gramsh,ALB
3,Albania,314,Gramsh,3883,Kodovjat,ALB
3,Albania,314,Gramsh,3884,Kukur,ALB
3,Albania,314,Gramsh,3885,Kushove,ALB
3,Albania,314,Gramsh,3886,Lenie,ALB
3,Albania,314,Gramsh,3887,Pishaj,ALB
3,Albania,314,Gramsh,3888,Porocan,ALB
3,Albania,314,Gramsh,3889,Skenderbegas,ALB
3,Albania,314,Gramsh,3890,Sult,ALB
3,Albania,314,Gramsh,3891,Tunje,ALB
3,Albania,315,Has,3892,Fajza,ALB
3,Albania,315,Has,3893,Gjinaj,ALB
3,Albania,315,Has,3894,Golaj,ALB
3,Albania,315,Has,3895,Krume,ALB
3,Albania,316,Kavaje,3896,Golem,ALB
3,Albania,316,Kavaje,3897,Gose,ALB
3,Albania,316,Kavaje,3898,Helmes,ALB
3,Albania,316,Kavaje,3899,Kavaje,ALB
3,Albania,316,Kavaje,3900,Kryevidh,ALB
3,Albania,316,Kavaje,3901,Lekaj,ALB
3,Albania,316,Kavaje,3902,Luz I Vogel,ALB
3,Albania,316,Kavaje,3903,Rrogozhine,ALB
3,Albania,316,Kavaje,3904,Sinaballaj,ALB
3,Albania,316,Kavaje,3905,Synej,ALB
3,Albania,317,Kolonje,3906,Barmash,ALB
3,Albania,317,Kolonje,3907,Clirim,ALB
3,Albania,317,Kolonje,3908,Erseke,ALB
3,Albania,317,Kolonje,3909,Leskovik,ALB
3,Albania,317,Kolonje,3910,Mollas,ALB
3,Albania,317,Kolonje,3911,Novosele,ALB
3,Albania,317,Kolonje,3912,Qender Erseke,ALB
3,Albania,318,Korce,3913,Drenove,ALB
3,Albania,318,Korce,3914,Gore,ALB
3,Albania,318,Korce,3915,Kor�e,ALB
3,Albania,318,Korce,3916,Lekas,ALB
3,Albania,318,Korce,3917,Libonik,ALB
3,Albania,318,Korce,3918,Liqenas,ALB
3,Albania,318,Korce,3919,Maliq,ALB
3,Albania,318,Korce,3920,Moglice,ALB
3,Albania,318,Korce,3921,Mollaj,ALB
3,Albania,318,Korce,3922,Pirg,ALB
3,Albania,318,Korce,3923,Pojan,ALB
3,Albania,318,Korce,3924,Qender,ALB
3,Albania,318,Korce,3925,Vithkuq,ALB
3,Albania,318,Korce,3926,Voskop,ALB
3,Albania,318,Korce,3927,Voskopoje,ALB
3,Albania,318,Korce,3928,Vreshtas,ALB
3,Albania,319,Kruje,3929,Bubq,ALB
3,Albania,319,Kruje,3930,Cudhi,ALB
3,Albania,319,Kruje,3931,Fushe Kruje,ALB
3,Albania,319,Kruje,3932,Koder Thumane,ALB
3,Albania,319,Kruje,3933,Kruje,ALB
3,Albania,319,Kruje,3934,Nikel,ALB
3,Albania,320,Kucove,3935,Kozare,ALB
3,Albania,320,Kucove,3936,Kucove,ALB
3,Albania,320,Kucove,3937,Perondi,ALB
3,Albania,321,Kukes,3938,Arren,ALB
3,Albania,321,Kukes,3939,Bicaj,ALB
3,Albania,321,Kukes,3940,Bushtrice,ALB
3,Albania,321,Kukes,3941,Gryke Caj,ALB
3,Albania,321,Kukes,3942,Kalis,ALB
3,Albania,321,Kukes,3943,Kolsh,ALB
3,Albania,321,Kukes,3944,Kukes,ALB
3,Albania,321,Kukes,3945,Malziu,ALB
3,Albania,321,Kukes,3946,Shishtavec,ALB
3,Albania,321,Kukes,3947,Shtiqen,ALB
3,Albania,321,Kukes,3948,Surroj,ALB
3,Albania,321,Kukes,3949,Terthore,ALB
3,Albania,321,Kukes,3950,Topojan,ALB
3,Albania,321,Kukes,3951,Ujmisht,ALB
3,Albania,321,Kukes,3952,Zapod Orgjost,ALB
3,Albania,322,Kurbin,3953,Fushe Kuqe,ALB
3,Albania,322,Kurbin,3954,La�,ALB
3,Albania,322,Kurbin,3955,Mamurras,ALB
3,Albania,322,Kurbin,3956,Milot,ALB
3,Albania,323,Lezhe,3957,Balldreni I Ri,ALB
3,Albania,323,Lezhe,3958,Blinisht,ALB
3,Albania,323,Lezhe,3959,Daj�,ALB
3,Albania,323,Lezhe,3960,Kallmet I Madh,ALB
3,Albania,323,Lezhe,3961,Kol�,ALB
3,Albania,323,Lezhe,3962,Lezhe,ALB
3,Albania,323,Lezhe,3963,Shengjin,ALB
3,Albania,323,Lezhe,3964,Shenkoll,ALB
3,Albania,323,Lezhe,3965,Ungrej,ALB
3,Albania,323,Lezhe,3966,Zejmen,ALB
3,Albania,324,Librazhd,3967,Hotolisht,ALB
3,Albania,324,Librazhd,3968,Librazhd,ALB
3,Albania,324,Librazhd,3969,Lunik,ALB
3,Albania,324,Librazhd,3970,Orenje,ALB
3,Albania,324,Librazhd,3971,Polis,ALB
3,Albania,324,Librazhd,3972,Prenjas,ALB
3,Albania,324,Librazhd,3973,Qender,ALB
3,Albania,324,Librazhd,3974,Qukes,ALB
3,Albania,324,Librazhd,3975,Rrajce,ALB
3,Albania,324,Librazhd,3976,Stebleve,ALB
3,Albania,324,Librazhd,3977,Stravaj,ALB
3,Albania,325,Lushnje,3978,Allkaj,ALB
3,Albania,325,Lushnje,3979,Ballagat,ALB
3,Albania,325,Lushnje,3980,Bubullime,ALB
3,Albania,325,Lushnje,3981,Divjake,ALB
3,Albania,325,Lushnje,3982,Dushk,ALB
3,Albania,325,Lushnje,3983,Fiershegan,ALB
3,Albania,325,Lushnje,3984,Golem,ALB
3,Albania,325,Lushnje,3985,Grabian,ALB
3,Albania,325,Lushnje,3986,Gradishte,ALB
3,Albania,325,Lushnje,3987,Hyzgjokaj,ALB
3,Albania,325,Lushnje,3988,Karbunare,ALB
3,Albania,325,Lushnje,3989,Kolonje,ALB
3,Albania,325,Lushnje,3990,Krutje,ALB
3,Albania,325,Lushnje,3991,Lushnje,ALB
3,Albania,325,Lushnje,3992,Rremas,ALB
3,Albania,325,Lushnje,3993,Terbuf,ALB
3,Albania,326,Malesi E Madhe,3994,Gruemire,ALB
3,Albania,326,Malesi E Madhe,3995,Kastrat,ALB
3,Albania,326,Malesi E Madhe,3996,Kelmend,ALB
3,Albania,326,Malesi E Madhe,3997,Koplik,ALB
3,Albania,326,Malesi E Madhe,3998,Qender,ALB
3,Albania,326,Malesi E Madhe,3999,Shkrel,ALB
3,Albania,327,Mallakaster,4000,Aranitas,ALB
3,Albania,327,Mallakaster,4001,Ballsh,ALB
3,Albania,327,Mallakaster,4002,Fratar,ALB
3,Albania,327,Mallakaster,4003,Greshice,ALB
3,Albania,327,Mallakaster,4004,Hekal,ALB
3,Albania,327,Mallakaster,4005,Kute,ALB
3,Albania,327,Mallakaster,4006,Ngra�an,ALB
3,Albania,327,Mallakaster,4007,Qender,ALB
3,Albania,327,Mallakaster,4008,Selite,ALB
3,Albania,328,Mat,4009,Baz,ALB
3,Albania,328,Mat,4010,Burrel,ALB
3,Albania,328,Mat,4011,Derjan,ALB
3,Albania,328,Mat,4012,Gurre,ALB
3,Albania,328,Mat,4013,Klos,ALB
3,Albania,328,Mat,4014,Komsi,ALB
3,Albania,328,Mat,4015,Lis,ALB
3,Albania,328,Mat,4016,Macukull,ALB
3,Albania,328,Mat,4017,Rukaj,ALB
3,Albania,328,Mat,4018,Su�,ALB
3,Albania,328,Mat,4019,Ulez,ALB
3,Albania,328,Mat,4020,Xiber,ALB
3,Albania,329,Mirdite,4021,Fane,ALB
3,Albania,329,Mirdite,4022,Ka�inar,ALB
3,Albania,329,Mirdite,4023,Kthelle,ALB
3,Albania,329,Mirdite,4024,Orosh,ALB
3,Albania,329,Mirdite,4025,Rreshen,ALB
3,Albania,329,Mirdite,4026,Rubik,ALB
3,Albania,329,Mirdite,4027,Selite,ALB
3,Albania,330,Peqin,4028,Gjo�aj,ALB
3,Albania,330,Peqin,4029,Karine,ALB
3,Albania,330,Peqin,4030,Pajove,ALB
3,Albania,330,Peqin,4031,Peqin,ALB
3,Albania,330,Peqin,4032,Perparim,ALB
3,Albania,330,Peqin,4033,Sheze,ALB
3,Albania,331,Permet,4034,Ballaban,ALB
3,Albania,331,Permet,4035,Carcove,ALB
3,Albania,331,Permet,4036,Dishnice,ALB
3,Albania,331,Permet,4037,Frasher,ALB
3,Albania,331,Permet,4038,Kelcyre,ALB
3,Albania,331,Permet,4039,Permet,ALB
3,Albania,331,Permet,4040,Petran,ALB
3,Albania,331,Permet,4041,Qender Piskove,ALB
3,Albania,331,Permet,4042,Suke,ALB
3,Albania,332,Pogradec,4043,Bucimas,ALB
3,Albania,332,Pogradec,4044,Cerrave,ALB
3,Albania,332,Pogradec,4045,Dardhas,ALB
3,Albania,332,Pogradec,4046,Hudenisht,ALB
3,Albania,332,Pogradec,4047,Pogradec,ALB
3,Albania,332,Pogradec,4048,Proptisht,ALB
3,Albania,332,Pogradec,4049,Trabinje,ALB
3,Albania,332,Pogradec,4050,Velcan,ALB
3,Albania,333,Puke,4051,Blerim,ALB
3,Albania,333,Puke,4052,Fierze,ALB
3,Albania,333,Puke,4053,Fushe Arrez,ALB
3,Albania,333,Puke,4054,Gjegjan,ALB
3,Albania,333,Puke,4055,Iballe,ALB
3,Albania,333,Puke,4056,Puke,ALB
3,Albania,333,Puke,4057,Qafe Mal,ALB
3,Albania,333,Puke,4058,Qelez,ALB
3,Albania,333,Puke,4059,Qerret,ALB
3,Albania,333,Puke,4060,Rrape,ALB
